298,3.4,3.4,0.0
299,3.4,3.4,0.0
300,4.0,4.0,0.0
301,3.4,3.4,0.0
302,3.0,3.0,0.0
303,3.6,3.6,0.0
304,3.7,3.7,0.0
305,4.1,4.1,0.0
306,4.1,4.1,0.0
307,4.0,4.0,0.0
308,4.7,4.7,0.0
309,5.8,5.8,0.0
310,6.6,6.6,0.0
311,5.7,5.7,0.0
312,6.5,6.5,0.0
313,6.3,6.3,0.0
314,5.8,5.8,0.0
315,5.4,5.4,0.0
316,3.7,3.7,0.0
317,5.1,5.1,0.0
318,5.3,5.3,0.0
319,4.1,4.1,0.0
320,4.3,4.3,0.0
321,5.3,5.3,0.0
322,4.6,4.6,0.0
323,5.4,5.4,0.0
324,6.8,6.8,0.0
325,7.2,7.2,0.0
326,7.4,7.4,0.0
327,7.6,7.6,0.0
328,7.8,7.8,0.0
329,8.0,8.0,0.0
330,8.1,8.1,0.0
331,8.3,8.3,0.0
332,8.6,8.6,0.0
333,8.9,8.9,0.0
334,9.2,9.2,0.0
335,9.6,9.6,0.0
336,9.3,9.3,0.0
337,8.9,8.9,0.0
338,10.1,10.1,0.0
339,10.1,10.1,0.0
340,10.4,10.4,0.0
341,10.8,10.8,0.0
342,11.2,11.2,0.0
343,11.4,11.4,0.0
344,11.3,11.3,0.0
345,11.3,11.3,0.0
346,11.4,11.4,0.0
347,11.7,11.7,0.0
348,12.1,12.1,0.0
349,11.7,11.7,0.0
350,12.0,12.0,0.0
351,11.8,11.8,0.0
352,11.9,11.9,0.0
353,12.5,12.5,0.0
354,12.5,12.5,0.0
355,12.2,12.2,0.0
356,12.4,12.4,0.0
357,12.5,12.5,0.0
358,12.7,12.7,0.0
359,12.8,12.8,0.0
360,12.4,12.4,0.0
361,12.4,12.4,0.0
362,12.6,12.6,0.0
363,12.7,12.7,0.0
364,13.1,13.1,0.0
365,13.1,13.1,0.0
366,13.1,13.1,0.0
367,13.3,13.3,0.0
368,13.6,13.6,0.0
369,13.5,13.5,0.0
370,13.2,13.2,0.0
371,13.1,13.1,0.0
372,13.1,13.1,0.0
373,13.3,13.3,0.0
374,13.1,13.1,0.0
375,13.2,13.2,0.0
376,13.4,13.4,0.0
377,13.6,13.6,0.0
378,13.8,13.8,0.0
379,13.8,13.8,0.0
380,13.9,13.9,0.0
381,13.7,13.7,0.0
382,13.8,13.8,0.0
383,13.7,13.7,0.0
384,13.7,13.7,0.0
385,13.9,13.9,0.0
386,13.9,13.9,0.0
387,13.6,13.6,0.0
388,13.4,13.4,0.0
389,13.0,13.0,0.0
390,12.6,12.6,0.0
391,12.6,12.6,0.0
392,12.7,12.7,0.0
393,12.4,12.4,0.0
394,10.5,10.5,0.0
395,9.0,9.0,0.0
396,8.6,8.6,0.0
397,10.1,10.1,0.0
398,10.0,10.0,0.0
399,9.6,9.6,0.0
400,8.7,8.7,0.0
401,10.0,10.0,0.0
402,10.1,10.1,0.0
403,9.7,9.7,0.0
404,9.4,9.4,0.0
405,9.3,9.3,0.0
406,9.0,9.0,0.0
407,8.8,8.8,0.0
408,8.4,8.4,0.0
409,8.9,8.9,0.0
410,9.0,9.0,0.0
411,9.1,9.1,0.0
412,9.3,9.3,0.0
413,8.8,8.8,0.0
414,9.4,9.4,0.0
415,9.3,9.3,0.0
416,9.2,9.2,0.0
417,8.7,8.7,0.0
418,8.7,8.7,0.0
419,9.0,9.0,0.0
420,8.8,8.8,0.0
421,8.5,8.5,0.0
422,8.2,8.2,0.0
423,8.3,8.3,0.0
424,8.6,8.6,0.0
425,8.6,8.6,0.0
426,8.6,8.6,0.0
427,8.7,8.7,0.0
428,8.5,8.5,0.0
429,8.4,8.4,0.0
430,8.0,8.0,0.0
431,7.9,7.9,0.0
432,7.6,7.6,0.0
433,7.8,7.8,0.0
434,7.5,7.5,0.0
435,8.2,8.2,0.0
436,8.3,8.3,0.0
437,8.6,8.6,0.0
438,8.5,8.5,0.0
439,8.6,8.6,0.0
440,8.4,8.4,0.0
441,8.4,8.4,0.0
442,7.8,7.8,0.0
443,8.2,8.2,0.0
444,8.2,8.2,0.0
445,8.3,8.3,0.0
446,8.2,8.2,0.0
447,7.7,7.7,0.0
448,8.2,8.2,0.0
449,8.1,8.1,0.0
450,8.1,8.1,0.0
451,8.1,8.1,0.0
452,8.1,8.1,0.0
453,8.1,8.1,0.0
454,8.0,8.0,0.0
455,7.9,7.9,0.0
456,7.8,7.8,0.0
457,7.9,7.9,0.0
458,7.9,7.9,0.0
459,7.6,7.6,0.0
460,6.4,6.4,0.0
461,6.4,6.4,0.0
462,7.4,7.4,0.0
463,5.8,5.8,0.0
464,6.2,6.2,0.0
465,7.5,7.5,0.0
466,7.7,7.7,0.0
467,7.6,7.6,0.0
468,7.7,7.7,0.0
469,7.7,7.7,0.0
470,7.6,7.6,0.0
471,7.7,7.7,0.0
472,7.7,7.7,0.0
473,7.9,7.9,0.0
474,8.1,8.1,0.0
475,8.3,8.3,0.0
476,8.4,8.4,0.0
477,8.6,8.6,0.0
478,9.0,9.0,0.0
479,9.2,9.2,0.0
480,9.5,9.5,0.0
481,9.0,9.0,0.0
482,8.6,8.6,0.0
483,7.8,7.8,0.0
484,8.5,8.5,0.0
485,9.0,9.0,0.0
486,10.1,10.1,0.0
487,10.5,10.5,0.0
488,10.3,10.3,0.0
489,8.4,8.4,0.0
490,8.3,8.3,0.0
491,9.5,9.5,0.0
492,10.0,10.0,0.0
493,10.1,10.1,0.0
494,10.6,10.6,0.0
495,11.2,11.2,0.0
496,11.5,11.5,0.0
497,11.9,11.9,0.0
